varices	Sign_symptom
.	O
The	O
platelet	Diagnostic_procedure
count	Diagnostic_procedure
had	O
ranged	O
between	O
52	Lab_value
×	Lab_value
109	Lab_value
/	Lab_value
L	Lab_value
and	O
69	Lab_value
×	Lab_value
109	Lab_value
/	Lab_value
L	Lab_value
for	O
several	Duration
years	Duration
,	O
but	O
it	Coreference
was	O
noted	O
to	O
decrease	Lab_value
from	O
61	Lab_value
×	Lab_value
109	Lab_value
/	Lab_value
L	Lab_value
in	O
June	Date
2007	Date
to	O
8	Lab_value
×	Lab_value
109	Lab_value
/	Lab_value
L	Lab_value
just	Date
before	Date
admission	Date
.	O
Before	O
the	O
deterioration	Detailed_description
of	O
thrombocytopenia	Sign_symptom
,	O
the	O
patient	O
had	O
no	O
infectious	Disease_disorder
diseases	Disease_disorder
and	O
received	O
no	O
other	O
medication	Medication
.	O
On	O
admission	Date
,	O
the	O
patient	O
had	O
neither	O
purpura	Sign_symptom
nor	O
bleeding	Sign_symptom
episodes	Sign_symptom
.	O
Table	O
1	O
shows	O
the	O
laboratory	O
data	O
on	O
admission	O
.	O
The	O
platelet	Diagnostic_procedure
-	Diagnostic_procedure
associated	Diagnostic_procedure
IgG	Diagnostic_procedure
level	Diagnostic_procedure
was	O
markedly	Detailed_description
high	Lab_value
.	O
Bone	Biological_structure
marrow	Biological_structure
biopsy	Diagnostic_procedure
revealed	O
normocellular	Sign_symptom
marrow	Sign_symptom
without	O
cellular	Sign_symptom
atypia	Sign_symptom
.	O
Ultrasonography	Diagnostic_procedure
and	O
magnetic	Diagnostic_procedure
resonance	Diagnostic_procedure
imaging	Diagnostic_procedure
revealed	O
a	O
cirrhotic	Sign_symptom
liver	Biological_structure
with	O
splenomegaly	Sign_symptom
,	O
ascites	Sign_symptom
,	O
and	O
gallstones	Sign_symptom
.	O
The	O
spleen	Diagnostic_procedure
size	Diagnostic_procedure
had	O
remained	O
unchanged	Lab_value
from	O
previous	Detailed_description
imaging	Diagnostic_procedure
examinations	Diagnostic_procedure
.	O
Based	O
on	O
these	O
findings	O
,	O
the	O
association	O
of	O
PBC	Disease_disorder
(	O
decompensated	Disease_disorder
liver	Disease_disorder
cirrhosis	Disease_disorder
)	O
with	O
ITP	Disease_disorder
was	O
diagnosed	O
.	O
Human	Diagnostic_procedure
leukocyte	Diagnostic_procedure
